Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description
Building,Pyramid of Djoser,,29.87132,31.21654,,4.64880,,
Building,Giza Necropolis,,29.97730,31.13250,,4.65470,,
Building,Great Sphinx of Giza,,29.97527,31.13757,,4.65469,,
Building,Supreme Council of Universities,,30.02688,31.20875,,4.67655,,
Building,Al-Rifa'i Mosque,,30.03271,31.25700,,4.67578,,
Building,The Egyptian Museum,,30.04758,31.23361,,4.67757,,
Building,Casino Barriere Le Pacha,,30.05208,31.22774,,4.67807,,
Building,Cairo Tower,,30.04592,31.22429,,4.67766,,
Building,Temple Mount,,31.77812,35.23599,,4.89890,,
Building,Al Hamra Tower,,29.37905,47.99329,,3.81586,,
Building,Great Ziggurat of Ur,,30.96276,46.10318,,4.22212,,
Building,The Ziggurat of Dur-Kurigalzu,,33.35353,44.20213,,4.79739,,
Building,Persian Gulf Shopping Center,,29.75655,52.43398,,3.39381,,
Building,Tomb of Cyrus the Great,,30.19395,53.16718,,3.37661,,
Building,Cathedral of Christ the Saviour,,55.74464,37.60550,,11.67139,,
Building,Moscow State University,,55.70393,37.52867,,11.64231,,
Building,Savior on the Spilled Blood,,59.94010,30.32890,,11.53559,,
Building,Ericsson Globe,,59.29357,18.08355,,7.14876,,
Building,Kronborg,,56.03901,12.62115,,4.46740,,
Building,Westerkerk,,52.37453,4.88397,,1.80562,,
Building,Faisal Mosque,,33.72990,73.03828,,2.73772,,
Building,Baha'i Lotus Temple,,28.55349,77.25883,,1.19815,,
Building,Dhamekh Stupa,,25.38090,83.02451,,0.18419,,
Building,Konark Sun Temple,,19.88760,86.09454,,-0.56481,,
Building,Ruwanweli Maha Seya,,8.35001,80.39644,,-1.89025,,
Building,Sigiriya - Boulder Garden,,7.95411,80.75470,,-1.93994,,
Building,Old Bagan,,21.17173,94.85854,,-0.79645,,
Building,Wat Phra Chetuphon (Wat Pho - Temple of the Reclining Buddha),,13.74657,100.49331,,-0.78114,,
Building,Angkor Wat,,13.41247,103.86699,,-0.82162,,
Building,Petronas Twin Towers,,3.15789,101.71198,,-0.15579,,
Building,Mid Valley Megamall,,3.11741,101.67805,,-0.15320,,
Building,Esplanade - Theatres on the Bay Singapore,,1.28979,103.85582,,0.07333,,
Building,Singapore Flyer,,1.28930,103.86314,,0.07312,,
Building,ArtScience Museum,,1.28627,103.85927,,0.07325,,
Building,Marina Bay Sands Garden Park,,1.28533,103.85936,,0.07325,,
Building,Indonesia Convention Exhibition (ICE) BSD City,,-6.29923,106.63697,,0.53112,,
Mountain,Uluru (Ayers Rock),,-25.34443,131.03688,,3.97328,,
Building,Sydney Opera House,,-33.85678,151.21530,,12.87103,,
Lighthouse,Cape Brett Lighthouse,,-35.17534,174.33261,,19.00443,,
Building,Keangnam Landmark Tower 72,,21.01670,105.78358,,-1.68254,,
Building,Wynn Macau,,22.18793,113.54731,,-3.04739,,
Building,MGM Macau,,22.18603,113.54780,,-3.04697,,
Building,Praca de Ferreira do Amaral,,22.18981,113.54340,,-3.04814,,
Building,Bank of China Building,,22.18986,113.54298,,-3.04819,,
Building,Torre Lago Panoramico,,22.18867,113.54234,,-3.04802,,
Building,Grand Lisboa hotel,,22.19090,113.54337,,-3.04835,,
Building,Grand Promenade,,22.28512,114.22443,,-3.24835,,
Building,Highcliff,,22.26491,114.18411,,-3.24948,,
Building,Hopewell Centre,,22.27464,114.17163,,-3.25116,,
Building,Central Plaza,,22.27991,114.17373,,-3.25141,,
Building,IFC mall,,22.28588,114.15813,,-3.25294,,
Building,Hong Kong Convention and Exhibition Centre,,22.28322,114.17310,,-3.25171,,
Building,International Commerce Centre,,22.30320,114.16024,,-3.25406,,
Building,The Arch,,22.30307,114.16331,,-3.25386,,
Building,National Palace Museum,,25.10236,121.54849,,-4.82085,,
Building,Grand Hotel Taipei,,25.07891,121.52652,,-4.81719,,
Building,Chiang Kai-Shek Memorial Hall NTUT,,25.04352,121.53580,,-4.80748,,
Building,Lupu Bridge,,31.19017,121.48068,,-6.31491,,
Building,Oriental Pearl TV Tower,,31.23969,121.49976,,-6.32554,,
Building,Bank of China,,31.23849,121.50334,,-6.32494,,
Building,IFC Mall,,31.23686,121.50186,,-6.32465,,
Building,Jin Mao Tower,,31.23525,121.50575,,-6.32391,,
Building,Shanghai Tower,,31.23352,121.50562,,-6.32348,,
Building,Shanghai World Financial Center,,31.23456,121.50744,,-6.32360,,
Building,Zifeng Tower,,32.06247,118.77805,,-5.93355,,
Building,Busan Tower,,35.10122,129.03232,,-8.22715,,
Building,Rungrado May Day Stadium,,39.04955,125.77532,,-9.01798,,
Building,Horyuji,,34.61153,135.73907,,-7.89954,,
Building,Yokohama Landmark Tower,,35.45495,139.63139,,-7.69028,,
Building,Yoyogi National Gymnasium,,35.66765,139.70015,,-7.74763,,
Building,Tokyo Metropolitan Government Building,,35.68963,139.69211,,-7.75389,,
Building,Shinjuku Nomura Building,,35.69299,139.69536,,-7.75460,,
Building,Sompo Japan Nipponkoa Insurance Inc.,,35.69272,139.69611,,-7.75448,,
Building,Cocoon Tower,,35.69161,139.69676,,-7.75415,,
Building,Tokyo Skytree,,35.71006,139.81070,,-7.75186,,
Building,National Memorial Cemetery of the Pacific,,21.31277,-157.84625,,9.50887,,
Building,Brighton Palace Pier,,50.81686,-0.13674,,0.37686,,
Building,Vrelo Bune,,43.25685,17.90337,,4.54255,,
Building,Potala Palace,,29.65549,91.11858,,-0.15793,,
Building,Summer Palace,,39.99998,116.27546,,-7.31867,,
Building,National Stadium,,39.99294,116.39651,,-7.35198,,
Building,The Palace Museum,,39.91634,116.39716,,-7.33831,,
Building,National Centre for the Performing Arts,,39.90480,116.38967,,-7.33449,,
Building,Temple of Heaven,,39.88218,116.40661,,-7.33421,,
Building,Beijing Railway Station,,39.90498,116.42722,,-7.34323,,
Building,The China World Trade Center,,39.90951,116.45818,,-7.35138,,
Building,China Zun,,39.91266,116.46371,,-7.35337,,
Building,CCTV Headquarters,,39.91528,116.46423,,-7.35407,,
Building,Sri Harmandir Sahib,,31.61998,74.87649,,2.09841,,
Building,Taj Mahal,,27.17514,78.04214,,0.83849,,
Building,National Diet Building,,35.67594,139.74486,,-7.74748,,
Building,Arundel Castle,,50.85629,-0.55390,,0.28257,,
Airport,Hachijojima Airport,RJTH,33.11531,139.78587,,-6.95323,,
Airport,Kushiro Airport,RJCK,43.04487,144.19598,,-9.05184,,
Airport,Nagasaki Airport,RJFU,32.91364,129.91849,,-7.56717,,
Airport,Miyako Shimojishima Airport,ROMY,24.82747,125.14741,,-5.09617,,
Airport,Kerama Airport,ROKR,26.16906,127.29366,,-5.55735,,
Airport,Suwanosejima Airport,RJX8,29.60734,129.70081,,-6.57618,,
Settlement,Sendai,,38.26820,140.86942,,-8.46697,,
Settlement,Takamatsu,,34.34254,134.04654,,-7.88370,,
Settlement,Tokushima,,34.07037,134.55495,,-7.81218,,
Settlement,Tokyo,,35.68040,139.76901,,-7.74730,,
Settlement,Utsunomiya,,36.55507,139.88261,,-8.03998,,
Settlement,Yokohama,,35.44367,139.63797,,-7.68719,,
Building,Ikitsuki Bridge,,33.35272,129.43869,,-7.68929,,
Building,RJFU Bridge,,32.91587,129.92998,,-7.56815,,
Building,Hashima Island,,32.62763,129.73853,,-7.47399,,
Building,Chikugo River Lift bridge,,33.21487,130.36203,,-7.66557,,
Building,Kokonoe Yume Otsurihasi,,33.17278,131.22556,,-7.64470,,
Building,Kanmon Bridge,,33.96073,130.96054,,-7.89745,,
Building,Itsukushima Shrine,,34.29599,132.31982,,-7.97184,,
Building,Tatara Bridge,,34.25978,133.06419,,-7.91638,,
Building,Shimotsuisetoo Bridge,,34.43080,133.80612,,-7.98099,,
Building,Kitabisansetoo Bridge,,34.37881,133.82047,,-7.96626,,
Building,Hitsuishijima Bridge,,34.40957,133.80713,,-7.97492,,
Building,Himeji Castle,,34.83945,134.69391,,-8.04320,,
Building,Akashi-Kaikyo Bridge,,34.61747,135.02167,,-7.91359,,
Building,Kobe Port Tower,,34.68263,135.18671,,-7.93515,,
Building,Horyu-ji,,34.61407,135.73569,,-7.90031,,
Building,Yokohama Bay Bridge,,35.45398,139.67355,,-7.69072,,
Building,Tokyo Gate Bridge,,35.61045,139.82661,,-7.72849,,
Building,Rainbow Bridge,,35.63656,139.76314,,-7.73690,,
Building,Mode Gakuen Cocoon Tower,,35.69180,139.69740,,-7.75416,,
Building,Torii Gate,,34.29731,132.31813,,-7.97224,,
Airport,Hartsfield-Jackson Atlanta International Airport,KATL,33.64073,-84.42770,,-5.26014,,
Airport,Dallas/Fort Worth International Airport,KDFW,32.89981,-97.04034,,3.12622,,
Airport,New York Stewart International Airport,KSWF,41.49840,-74.10086,,-12.59760,,
Airport,Friday Harbor Airport,KFHR,48.52483,-123.02618,,15.86376,,
Building,Kennedy Space Center Visitor Complex,,28.52330,-80.68183,,-7.14464,,
Building,Space Center Houston,,29.55185,-95.09829,,2.16692,,
Building,Crazy Horse Memorial,,43.83662,-103.62341,,7.44641,,
Building,Pilgrim Monument,,42.05222,-70.18864,,-14.33571,,
Building,Fort Jefferson,,24.62871,-82.87318,,-5.34666,,
Building,Washington Monument,,38.88948,-77.03528,,-10.68482,,
Building,United States Capitol,,38.88994,-77.00905,,-10.69683,,
Building,The White House,,38.89767,-77.03653,,-10.69004,,
Building,Wright Brothers National Memorial,,36.01732,-75.66921,,-11.16691,,
Building,Mount Rushmore National Memorial,,43.87910,-103.45907,,7.37956,,
Building,Biltmore Estate,,35.54057,-82.55232,,-6.82386,,
Building,Devils Tower,,44.58865,-104.69855,,8.07608,,
Building,New River Gorge Bridge,,38.06903,-81.08266,,-7.62358,,
Building,United States National Arboretum,,38.91213,-76.96577,,-10.83140,,
Building,Bixby Creek Bridge,,36.37149,-121.90176,,12.77593,,
Building,Chesapeake Bay Bridge-Tunnel,,37.04210,-76.06859,,-10.50181,,
Building,Sunshine Skyway Bridge,,27.62071,-82.65584,,-5.77188,,
Building,Mackinac Bridge,,45.81738,-84.72777,,-7.00978,,
Building,Navajo Bridge,,36.81715,-111.63026,,10.35517,,
Building,Astoria-Megler Bridge,,46.21577,-123.86221,,15.28464,,
Building,U.S. Grant Bridge,,38.72792,-82.99733,,-7.13711,,
Building,Lowry Avenue Bridge,,45.01309,-93.27454,,0.42519,,
Building,Lewis and Clark Bridge,,46.10458,-122.96207,,15.05587,,
Building,International Bridge,,46.50530,-84.36254,,-7.27603,,
Building,Fort Knox,,37.91610,-85.95625,,-4.81525,,
Mountain,Monument Rocks National Natural Landmark,,38.79367,-100.76317,,5.38061,,
Building,Coronado Heights Castle,,38.61213,-97.70298,,3.41702,,
Building,Ellis County Historic Courthouse,,32.38548,-96.84788,,2.70416,,
Mountain,Monument Valley,,36.99803,-110.09846,,9.84237,,
Mountain,Yosemite - El Capitan,,37.73393,-119.63767,,12.71946,,
Building,Cliff Palace,,37.16691,-108.47321,,9.23811,,
Mountain,Shiprock,,36.78555,-108.68703,,9.22547,,
Mountain,Haystack Rock,,45.88414,-123.96862,,15.29351,,
Mountain,Yosemite - Half Dome,,37.74592,-119.53320,,12.71174,,
Building,Dworshak Dam & Reservoir,,46.51910,-116.30063,,13.75738,,
Building,Hoover Dam,,36.01606,-114.73773,,11.07730,,
Building,Oroville Dam,,39.53803,-121.48326,,13.47035,,
Lighthouse,Alcatraz Lighthouse,,37.82623,-122.42216,,13.26132,,
Building,Fort McHenry National Monument and Historic Shrine,,39.26330,-76.57990,,-11.12830,,
Building,Rainbow International Bridge,,43.09021,-79.06764,,-9.85877,,
Building,Glen Canyon Dam,,36.93720,-111.48367,,10.33976,,
Building,Las Vegas Strip (night),,36.11471,-115.17285,,11.50630,,
Building,Confederation Bridge,,46.20018,-63.76524,,-17.20331,,
Building,Pearl Harbor National Memorial,,21.36760,-157.93886,,9.51250,,
Building,Mauna Kea Observatory,,19.82304,-155.46945,,9.48275,,
Building,National Radio Astronomy Observatory,,19.80170,-155.45593,,9.48122,,
Building,Oil Rigs (exact location unverified),,27.52301,-87.42020,,-2.61004,,
POI,Airplane Boneyard,,32.19238,-110.87527,,9.21766,,
Mountain,Chimney Rock,,41.70365,-103.34827,,7.19720,,
Airport,Liverpool John Lennon Airport,EGGP,53.33586,-2.85505,,-0.63531,,
Airport,Manchester/Barton,EGCB,53.47144,-2.38976,,-0.69577,,
Airport,Out Skerries Airstrip,GB-OUK,60.42517,-0.75113,,-0.75698,,
Airport,Land's End Airport,EGHC,50.10213,-5.66783,,-1.30355,,
Airport,Barra Airport,EGPR,57.02542,-7.44940,,-3.34126,,
Settlement,London,,51.50735,-0.12776,,0.23943,,
Settlement,Birmingham,,52.48624,-1.89040,,-0.21043,,
Settlement,Oxford,,51.75202,-1.25773,,-0.08775,,
Settlement,Cambridge,,52.20534,0.12182,,0.58984,,
Settlement,Bristol,,51.45451,-2.58791,,-0.44557,,
Building,Stonehenge,,51.17888,-1.82622,,-0.00129,,
Building,Eden Project,,50.36013,-4.74472,,-1.00421,,
Building,Salisbury Cathedral,,51.06612,-1.79755,,0.02722,,
Lighthouse,Spinnaker Tower,,50.79557,-1.10852,,0.04545,,
Mountain,White Cliffs of Dover,,51.13447,1.35730,,0.96607,,
Building,Canterbury Cathedral,,51.27980,1.08280,,0.98036,,
Building,Maritime Greenwich World Heritage Site,,51.48157,-0.00413,,0.23443,,
Building,London Eye,,51.50330,-0.11955,,0.23884,,
Building,Buckingham Palace,,51.50137,-0.14189,,0.23838,,
Building,Stamford Bridge,,51.48166,-0.19096,,0.23576,,
Building,Windsor Castle,,51.48389,-0.60440,,0.23828,,
Building,Blenheim Palace,,51.84137,-1.36097,,-0.10691,,
Building,Hampton Court Palace,,51.40361,-0.33776,,0.23545,,
Building,Warwick Castle,,52.27967,-1.58523,,-0.17481,,
Building,Principality Stadium,,51.47821,-3.18263,,-0.81303,,
Building,Snowdonia National Park,,53.09322,-3.80170,,-0.92667,,
Building,Pontcysyllte Aqueduct,,52.97042,-3.08779,,-0.85635,,
Building,One Blackfriars,,51.50777,-0.10477,,0.23974,,
Building,BT Tower,,51.52146,-0.13890,,0.24146,,
Building,St George Wharf Tower,,51.48562,-0.12602,,0.23594,,
Building,Southbank Tower,,51.50761,-0.10737,,0.23969,,
Building,20 Fenchurch St / Sky Garden,,51.51146,-0.08351,,0.24067,,
Building,The Leadenhall Building,,51.51386,-0.08231,,0.24115,,
Building,HSBC / Canada Square,,51.50534,-0.01752,,0.24011,,
Building,London Tower 42,,51.51537,-0.08428,,0.24141,,
Building,25 Canada Square / City Bank,,51.50400,-0.01777,,0.23980,,
Building,22 Bishopsgate,,51.51445,-0.08309,,0.24125,,
Building,The Landmark Pinnacle,,51.50216,-0.02514,,0.23931,,
Building,Heron Tower,,51.51625,-0.08094,,0.24163,,
Building,One Park Drive,,51.50230,-0.01506,,0.23941,,
Building,The Scalpel,,51.51324,-0.08114,,0.24105,,
Building,The Madison,,51.49996,-0.01243,,0.23887,,
Building,100 Bishopsgate,,51.51589,-0.08162,,0.24155,,
Building,AYKON London One,,51.48403,-0.12474,,0.23568,,
Building,30 St Mary Axe (The Gherkin),,51.51449,-0.08031,,0.24130,,
Building,Strata SE1,,51.49298,-0.09939,,0.23715,,
Building,Palace of Holyroodhouse,,55.95271,-3.17227,,-1.31664,,
Building,St James's Palace,,51.50459,-0.13783,,0.23890,,
Building,Palace of Westminster,,51.49948,-0.12481,,0.23818,,
Building,Glamis Castle,,56.62020,-3.00172,,-1.48801,,
Building,Archbishop's Palace Maidstone,,51.27096,0.52063,,0.58985,,
Building,Wolvesey Castle,,51.05908,-1.31022,,-0.11431,,
Building,Floors Castle,,55.60483,-2.45986,,-0.97917,,
Building,Balmoral Castle,,57.03967,-3.22924,,-1.71290,,
Building,Hillsborough Castle,,54.46412,-6.09287,,-2.41491,,
Building,Dublin Castle,,53.34289,-6.26743,,-2.24061,,
Building,Mount Stuart House,,55.79166,-5.01919,,-2.11386,,
Building,Blair Castle,,56.76698,-3.84559,,-1.64416,,
Building,Rock of Cashel,,52.52008,-7.89045,,-2.47047,,
Building,Stirling Castle,,56.12291,-3.94556,,-1.32825,,
Building,Blarney Castle,,51.92909,-8.57088,,-2.77768,,
Building,Eilean Donan Castle,,57.27390,-5.51616,,-2.49802,,
Building,Edinburgh Castle,,55.94859,-3.19991,,-1.32718,,
Building,Caernarfon Castle,,53.13914,-4.27693,,-1.46306,,
Building,Durham Cathedral,,54.77323,-1.57639,,-0.49666,,
Building,Fountains Abbey,,54.10951,-1.58186,,-0.37432,,
Building,Lincoln Cathedral,,53.23430,-0.53602,,0.07488,,
Building,St. Paul's Cathedral,,51.51384,-0.09835,,0.24091,,
Building,Westminster Abbey,,51.49950,-0.12823,,0.23817,,
Building,York Minster,,53.96233,-1.08192,,-0.23558,,
Building,Angel of the North,,54.91412,-1.58949,,-0.52654,,
Lighthouse,Blackpool Tower,,53.81588,-3.05529,,-1.00836,,
Building,British Airways i360,,50.82145,-0.15016,,0.37464,,
Building,Glenfinnan Viaduct,,56.87622,-5.43176,,-2.40542,,
Building,Humber Bridge,,53.70484,-0.44985,,0.02569,,
Building,Jodrell Bank Observatory,,53.23611,-2.30655,,-0.70137,,
Building,The Kelpies,,56.01073,-3.75932,,-1.34328,,
Building,Royal Botanic Garden,,55.96525,-3.20923,,-1.32926,,
Building,Royal Liver Building,,53.40581,-2.99586,,-0.65356,,
Building,The Samson & Goliath cranes,,54.60495,-5.90533,,-2.06414,,
Building,Titanic Belfast,,54.60818,-5.90982,,-2.06613,,
Building,Tower of London,,51.50811,-0.07595,,0.24012,,
Building,Wales Millennium Centre,,51.46484,-3.16318,,-0.81487,,
Building,The National Wallace Monument,,56.13877,-3.91789,,-1.34466,,
Building,All England Club,,51.39645,-0.22526,,0.22801,,
Building,Anfield,,53.43083,-2.96083,,-0.66761,,
Building,Emirates Stadium,,51.55489,-0.10844,,0.24787,,
Building,Goodison Park,,53.43879,-2.96632,,-0.67113,,
Building,Old Trafford Cricket Ground,,53.45643,-2.28680,,-0.69790,,
Building,Saint James Park,,51.57712,-0.03786,,0.25582,,
Building,Twickenham Stadium,,51.45596,-0.34151,,0.23643,,
Building,Villa Park,,52.50911,-1.88478,,-0.21922,,
Building,Wembley Stadium,,51.55603,-0.27962,,0.24060,,
Building,Southend Pier,,51.51520,0.72168,,0.57626,,
Building,Millennium Bridge,,51.50953,-0.09854,,0.24013,,
Building,Blackfriars Railway Bridge,,51.50964,-0.10438,,0.24008,,
Building,Southwark Bridge,,51.50893,-0.09417,,0.24007,,
Building,Cannon Street Railway Bridge,,51.50843,-0.09183,,0.24000,,
Building,Vauxhall Bridge,,51.48754,-0.12711,,0.23625,,
Building,Grosvenor Railway Bridge,,51.48486,-0.14742,,0.23592,,
Building,One Canada Square,,51.50495,-0.01950,,0.24000,,
Building,Waterloo Bridge,,51.50858,-0.11692,,0.23975,,
Building,Hungerford Bridge and Golden Jubilee Bridges,,51.50614,-0.12005,,0.23931,,
Building,Lambeth Bridge,,51.49454,-0.12317,,0.23739,,
Building,Chelsea Bridge,,51.48454,-0.15003,,0.23589,,
Building,Albert Bridge,,51.48209,-0.16667,,0.23564,,
Building,Battersea Bridge,,51.48107,-0.17255,,0.23555,,
Building,Battersea Railway Bridge,,51.47302,-0.17911,,0.23459,,
Building,Wandsworth Bridge,,51.46519,-0.18801,,0.23377,,
Building,Clifton Suspension Bridge,,51.45491,-2.62786,,-0.44457,,
Building,Forth Bridge,,56.00065,-3.38844,,-1.49009,,
Building,Forth Road Bridge,,56.00139,-3.40427,,-1.48372,,
Building,The Queensferry Crossing,,55.99826,-3.41650,,-1.41061,,
Building,Rose Fitzgerald Kennedy Bridge,,52.35647,-6.99396,,-1.99820,,
Building,Transporter Bridge,,54.58449,-1.22794,,-0.43697,,
Building,Tyne Bridge,,54.96799,-1.60617,,-0.54297,,
Building,Westminster Bridge,,51.50088,-0.12195,,0.23843,,
Airport,Altiport Megeve,LFHM,45.82023,6.65108,,2.53307,,
Airport,Nice Cote d'Azur Airport,FLMN,43.65977,7.21482,,2.69015,,
Airport,Rotterdam The Hague Airport,EHRD,51.95551,4.43988,,1.83543,,
Settlement,Paris,,48.85661,2.35222,,1.34809,,
Settlement,Amsterdam,,52.36757,4.90414,,1.80257,,
Building,Afsluitdijk,,53.03132,5.22666,,2.21618,,
Building,Abbey of Saint-Savin,,46.56474,0.86583,,0.92421,,
Building,Cathedrale Notre-Dame d'Amiens,,49.89463,2.30205,,1.28077,,
Building,La Basilique Notre Dame de Fourviere,,45.76229,4.82263,,2.06114,,
Building,Shrine of Our Lady of La Salette,,44.85863,5.97880,,2.35167,,
Building,National Basilica of the Sacred Heart in Koekelberg,,50.86709,4.31708,,1.85245,,
Building,Bourges Cathedral,,47.08216,2.39920,,1.47860,,
Building,Cathedral of Our Lady Antwerp,,51.22027,4.40152,,1.89789,,
Building,Chartres Cathedral,,48.44780,1.48784,,1.10308,,
Building,Church of Our Lady Bruges,,51.20465,3.22447,,1.61951,,
Building,Basilique Notre-Dame de la Garde,,43.28395,5.37124,,2.27165,,
Building,Cathedrale Notre-Dame de Paris,,48.85297,2.34990,,1.34808,,
Building,The Oude Church,,52.37437,4.89821,,1.80450,,
Building,Reims Cathedral,,49.25386,4.03404,,2.00746,,
Building,Cathedrale Notre Dame de Strasbourg,,48.58188,7.75103,,2.78672,,
Building,Cathedral of Our Lady,,50.60649,3.38890,,1.58953,,
Building,Vezelay Abbey,,47.46638,3.74874,,1.71449,,
Building,Erasmus Bridge,,51.90933,4.48624,,1.85108,,
Building,Pont de Normandie,,49.43061,0.27424,,0.74429,,
Building,Pont de Wandre,,50.67429,5.64320,,2.21425,,
Building,Pythonbrug,,52.37321,4.94890,,1.80037,,
Building,Pont de Saint-Nazaire,,47.28465,-2.17042,,-0.08806,,
Building,Arc de Triomphe,,48.87381,2.29503,,1.33310,,
Building,Arles + Roman and Romanesque Monuments,,43.67697,4.63059,,2.04064,,
Building,Champs-Elysees,,48.86950,2.30874,,1.33683,,
Building,Belfry of Bruges,,51.20815,3.22480,,1.61866,,
Building,Cairn of Barnenez,,48.66759,-3.85836,,-0.53355,,
Building,Canadian National Vimy Memorial,,50.37959,2.77397,,1.28176,,
Building,Cite de Carcassonne,,43.20608,2.36420,,1.56857,,
Building,Caserne Loubere + Lighthouse,,4.93865,-52.33756,,-18.44510,,
Building,Chateau de Chenonceau,,47.32487,1.07030,,1.20093,,
Building,Chateau de Costa�res,,48.83531,-3.49262,,-0.50710,,
Building,Chateau de Pierrefonds,,49.34697,2.98018,,1.31437,,
Building,Chateau de Qu�ribus,,42.83677,2.62150,,1.57316,,
Building,Chateau de Vaux le Vicomte,,48.56581,2.71413,,1.40175,,
Building,Chateau du Haut-Koenigsbourg,,48.24949,7.34448,,2.79236,,
Building,Citadelle de Lille,,50.64093,3.04458,,1.55316,,
Building,Citadel of Namur,,50.45980,4.86112,,1.90066,,
Lighthouse,Cordouan Lighthouse,,45.58633,-1.17335,,0.39289,,
Building,Douaumont Ossuary,,49.20742,5.42457,,2.24126,,
Building,Dreyfus Tower,,5.15857,-52.62655,,-18.40019,,
Building,Dune of Pilat,,44.58965,-1.21333,,0.44401,,
Building,Etretat Chalk Complex,,49.70701,0.20560,,0.67536,,
Building,Fort Boyard,,45.99953,-1.21392,,0.43637,,
Building,Fort Napoleon des Saintes,,15.87529,-61.58213,,-14.98950,,
Building,Grande Arche de la Defense,,48.89260,2.23611,,1.31624,,
Building,Houtribdijk,,52.63333,5.41667,,2.13864,,
Lighthouse,Ile Vierge lighthouse,,48.63884,-4.56750,,-0.83423,,
Lighthouse,La Vieille Lighthouse,,48.04076,-4.75644,,-0.68625,,
Building,Montparnasse Tower,,48.84214,2.32195,,1.34378,,
Lighthouse,Maasvlakte Light,,51.97006,4.01473,,1.70684,,
Building,Viaduc de Millau,,44.07745,3.02284,,1.88644,,
Mountain,Mont Aiguille,,44.84202,5.55305,,2.27706,,
Building,Grand Duke Jean Museum of Modern Art,,49.61712,6.14034,,2.47621,,
Building,Musee Drai Eechelen,,49.61637,6.13925,,2.47629,,
Building,Museum aan de Stroom,,51.22892,4.40482,,1.89648,,
Building,Chateau de Fontainebleau,,48.40261,2.69695,,1.38946,,
Building,Court of First Instance at Antwerp + Antwerp Division,,51.20393,4.38744,,1.90206,,
Building,Palais des Festivals,,43.55078,7.01796,,2.69607,,
Building,Palais des Papes,,43.95085,4.80770,,2.09526,,
Building,Panorama of the Battle of Waterloo,,50.67931,4.40518,,1.88942,,
Building,Pantheon,,48.84622,2.34641,,1.34824,,
Building,Perret Tower,,45.18496,5.73542,,2.23255,,
Lighthouse,Phare d'Eckmuhl,,47.79819,-4.37277,,-0.71584,,
Lighthouse,Phare de Gatteville,,49.69647,-1.26590,,0.10172,,
Building,Le Phare du Cap Ferret,,44.64591,-1.24882,,0.44760,,
Building,Pic du Midi Observatory,,42.93704,0.14117,,0.95664,,
Building,Place de la Concorde,,48.86563,2.32124,,1.34015,,
Building,Place Stanislas,,48.69362,6.18324,,2.47523,,
Lighthouse,Planier Light,,43.19870,5.22993,,2.29420,,
Building,Pointe aux Canons Lighthouse,,46.78135,-56.16613,,-17.50091,,
Building,Provinciaal Hof,,51.20885,3.22501,,1.61847,,
Building,Rumm-Befestegungen,,49.61003,6.13901,,2.47759,,
Building,Rijksmuseum,,52.36000,4.88522,,1.80253,,
Lighthouse,Roches-Douvres Light,,49.10500,-2.81389,,-0.12128,,
Building,Royal Palace Amsterdam,,52.37318,4.89137,,1.80478,,
Building,Saline Royale d'Arc-et-Senans,,47.03318,5.77763,,2.19325,,
Building,Vianden Castle,,49.93504,6.20272,,2.42572,,
Building,Windmills at Kinderdijk,,51.88839,4.63695,,1.88955,,
Building,Allianz Riviera - Nice Stadium,,43.70533,7.19285,,2.68362,,
Building,Coque Sport Center,,49.62339,6.15412,,2.47597,,
Building,De Grolsch Veste,,52.23656,6.83793,,2.41873,,
Building,Johan Cruijff Arena,,52.31437,4.94196,,1.78663,,
Building,King Baudouin Stadium,,50.89571,4.33412,,1.85251,,
Building,Nouveau Stade de Bordeaux,,44.89736,-0.56159,,0.68785,,
Building,Le Parc des Princes,,48.84143,2.25305,,1.32981,,
Building,Groupama Stadium,,45.76529,4.98203,,2.08317,,
Building,Philips Stadium,,51.44173,5.46745,,2.18174,,
Building,Stade de France,,48.92446,2.36016,,1.34128,,
Building,Stade de la Beaujoire,,47.25602,-1.52468,,0.27100,,
Building,Geoffroy Stadium,,45.46077,4.39015,,2.02229,,
Building,Stade Jean-Bouin,,48.84337,2.25289,,1.32941,,
Building,Stade Pierre Mauroy,,50.61197,3.13049,,1.56913,,
Building,Orange Velodrome,,43.26983,5.39589,,2.26998,,
Building,Stadium TFC,,43.58330,1.43405,,1.28487,,
Building,Adolphe Bridge,,49.60835,6.12702,,2.47712,,
Building,Law Courts of Brussels,,50.83664,4.35161,,1.86403,,
Building,CNIT,,48.89270,2.23946,,1.31700,,
Building,Tour First,,48.88862,2.25177,,1.32065,,
Building,Tour D2,,48.89028,2.24778,,1.31941,,
Building,Coeur Defense,,48.89111,2.24388,,1.31834,,
Building,ENGIE Tour T1,,48.89559,2.23966,,1.31648,,
Building,Tour Majunga,,48.88880,2.24350,,1.31870,,
Building,Tour Total,,48.89278,2.24333,,1.31789,,
Building,Tour Carpe Diem,,48.89139,2.24583,,1.31874,,
Building,Metallic tower of Fourviere,,45.76398,4.82237,,2.06136,,
Building,Framatome,,48.89249,2.24190,,1.31761,,
Lighthouse,Phare de la Jument,,48.42347,-5.13420,,-1.16485,,
Building,Societe Generale,,48.89031,2.24063,,1.31774,,
Airport,Bornholm Airport,EKRS,55.06287,14.76111,0,4.99748,,
